2021,1,1,4,0,0,1,0,3.584454
2021,1,1,4,0,1,1,0,3.573174
2021,1,1,4,0,2,1,0,3.578009
2021,1,1,4,0,3,1,0,3.57962
2021,1,1,4,0,4,1,0,3.581231
2021,1,1,4,0,5,1,0,3.578009
2021,1,1,4,0,6,1,0,3.582843
2021,1,1,4,0,7,1,0,3.57962
2021,1,1,4,0,8,1,0,3.578009
2021,1,1,4,0,9,1,0,3.578009
2021,1,1,4,0,10,1,0,3.584454
2021,1,1,4,0,11,1,0,3.561895
2021,1,1,4,0,12,1,0,3.568341
2021,1,1,4,0,13,1,0,3.571563
2021,1,1,4,0,14,1,0,3.57962
2021,1,1,4,0,15,1,0,3.568341
2021,1,1,4,0,16,1,0,3.576397
2021,1,1,4,0,17,1,0,3.561895
2021,1,1,4,0,18,1,0,3.568341
2021,1,1,4,0,19,1,0,3.563506
2021,1,1,4,0,20,1,0,3.571563
2021,1,1,4,0,21,1,0,3.569952
2021,1,1,4,0,22,1,0,3.560284
2021,1,1,4,0,23,1,0,3.571563
2021,1,1,4,0,24,1,0,3.574786
2021,1,1,4,0,25,1,0,3.571563
2021,1,1,4,0,26,1,0,3.571563
2021,1,1,4,0,27,1,0,3.568341
2021,1,1,4,0,28,1,0,3.561895
2021,1,1,4,0,29,1,0,3.573174
2021,1,1,4,0,30,2,0,3.561895
2021,1,1,4,0,31,2,0,3.571563
2021,1,1,4,0,32,2,0,3.573174
2021,1,1,4,0,33,2,0,3.563506
2021,1,1,4,0,34,2,0,3.563506
2021,1,1,4,0,35,2,0,3.578009
2021,1,1,4,0,36,2,0,3.571563
2021,1,1,4,0,37,2,0,3.573174
2021,1,1,4,0,38,2,0,3.573174
2021,1,1,4,0,39,2,0,3.573174
2021,1,1,4,0,40,2,0,3.578009
2021,1,1,4,0,41,2,0,3.571563
2021,1,1,4,0,42,2,0,3.565118
2021,1,1,4,0,43,2,0,3.563506
2021,1,1,4,0,44,2,0,3.566729
2021,1,1,4,0,45,2,0,3.561895
2021,1,1,4,0,46,2,0,3.574786
2021,1,1,4,0,47,2,0,3.560284
2021,1,1,4,0,48,2,0,3.55545
2021,1,1,4,0,49,2,0,3.558672
2021,1,1,4,0,50,2,0,3.55545
2021,1,1,4,0,51,2,0,3.565118
2021,1,1,4,0,52,3,0,3.55545
2021,1,1,4,0,53,3,0,3.552227
2021,1,1,4,0,54,3,0,3.553838
2021,1,1,4,0,55,3,0,3.55545
2021,1,1,4,0,56,3,0,3.574786
2021,1,1,4,0,57,3,0,3.563506
2021,1,1,4,0,58,3,0,3.553838
2021,1,1,4,0,59,3,0,3.558672
2021,1,1,4,1,0,3,0,3.574786
2021,1,1,4,1,1,3,0,3.565118
2021,1,1,4,1,2,3,0,3.565118
2021,1,1,4,1,3,3,0,3.565118
2021,1,1,4,1,4,3,0,3.558672
2021,1,1,4,1,5,3,0,3.565118
2021,1,1,4,1,6,3,0,3.55545
2021,1,1,4,1,7,3,0,3.55545
2021,1,1,4,1,8,3,0,3.553838
2021,1,1,4,1,9,3,0,3.573174
2021,1,1,4,1,10,3,0,3.563506
2021,1,1,4,1,11,4,0,3.561895
2021,1,1,4,1,12,4,0,3.552227
2021,1,1,4,1,13,4,0,3.552227
2021,1,1,4,1,14,4,0,3.563506
2021,1,1,4,1,15,4,0,3.563506
2021,1,1,4,1,16,4,0,3.55545
2021,1,1,4,1,17,4,0,3.553838
2021,1,1,4,1,18,4,0,3.558672
2021,1,1,4,1,19,4,0,3.55545
2021,1,1,4,1,20,4,0,3.55545
2021,1,1,4,1,21,4,0,3.550616
2021,1,1,4,1,22,4,0,3.55545
2021,1,1,4,1,23,4,0,3.563506
2021,1,1,4,1,24,4,0,3.553838
2021,1,1,4,1,25,4,0,3.566729
2021,1,1,4,1,26,4,0,3.558672
2021,1,1,4,1,27,4,0,3.549004
2021,1,1,4,1,28,4,0,3.561895
