messung raumtemp, entladung, start 11.11, 3.64 von aussen gemessen, bei stop - batterie wurde nicht heiss
11.11, 3.526
11.16, 3.472
11.21, 3.446
11.26, 3.416
11.32, 3.379
11.37, 3.344
11.42, 3.300
11.46, 3.143
11.52, 00
