start, 14.06, serie kalt...
14.06, 3.72
14.12, 3.71
14.18, 3.71
14.23, 3.71
14.28, 3.70
14.33, 3.70
14.38, 3.70
14.43, 3.70
14.48, 3.70
14.53, 3.70
14.58, 3.69
15.03, 3.69
15.08, 3.69
15.13, 3.69
15.18, 3.69
15.24, 3.68
15.29, 3.68
15.34, 3.68
15.39, 3.68
15.44, 3.68
15.49, 3.68
15.54, 3.68
15.59, 3.68
16.04, 3.68
16.09, 3.68
