zeit messen... 13.50, messung wenn batterie drin, spannung ca 3V, wert bei 14.16: war mir unsicher im nachhinein ob falsch gemerkt... könnte also auch 3.36 sein?
13.50, 0
13.56, 2.998
14.01, 3.024
14.06, 3.029
14.11, 3.029
14.16, 3.036
14.20, 3.044
14.26, 3.046
14.31, 3.055
14.36, 3.081
14.41, 3.081
14.46, 3.063
14.51, 3.065
14.56, 3.066
15.01, 3.047
15.06, 3.050
15.11, 3.029
15.16, 3.009
15.21, 2.987
15.26, 2.964
15.31, 2.931
15.36, 2.950
15.42, 2.930
15.47, 2.933
15.52, 2.892
